"CWPName","SourceID","CWPStreet","CWPCity","CWPState","CWPStateDistrict","CWPZip","MasterExternalPermitNmbr","RegistryID","CWPCounty","CWPEPARegion","FacDerivedHuc","FacLat","FacLong","CWPTotalDesignFlowNmbr","CWPActualAverageFlowNmbr","ReceivingMs4Name","AssociatedPollutant","MsgpPermitType","CWPPermitStatusDesc","CWPPermitTypeDesc","CWPIssueDate","CWPEffectiveDate","CWPExpirationDate","CWPSNCStatusDate","CWPStateWaterBodyCode"
"LEONARD ROAD SUBSTATION","TXR15734O","LEONARD RD BETWEEN FM 2818 AND SH 47","BRYAN","TX",,"77845","TXR150000","110070371437",,"06","12070101",30.637377,-96.395922,,,,,,"Effective","General Permit Covered Facility",06/07/2018,07/01/2018,03/05/2023,09/30/2018,
"LIQUIDPOWER SPECIALTY PRODUCTS","TXR15945Q","1331 INDEPENDENCE AVE","BRYAN","TX",,"77803-2046","TXR150000","110000896629","Brazos","06","12070101",30.66053,-96.40706,,,,,,"Effective","General Permit Covered Facility",08/16/2018,09/01/2018,03/05/2023,09/30/2018,
"LOCATED APPROX 800 FT SE OF N","TX0129658","DOWLING RD APPROX 600 FT SW OF"," BY REVEILLE RD IN BRAZ","TX",,"00000",,"110064591883","Brazos","06",,30.656725,-96.302389,,,,,,"Not Needed","NPDES Individual Permit",,,,09/30/2018,
"MACHINE WORKS","TXR05BI60","1590B N HARVEY MITCHELL PKWY","BRYAN","TX",,"77803-2067","TXR050000","110070377106",,"06","12070101",30.6647,-96.40502,,,,,,"Effective","General Permit Covered Facility",11/09/2016,12/01/2016,08/13/2021,09/30/2018,
"MAHONEY WWTP","TX0122947","4750' W-SW INTX US RTE 190/FM","BRYAN","TX",,"77805",,"110039195867","Brazos","06","12070103",30.744917,-96.320222,,.1,,,,"Terminated","NPDES Individual Permit",10/07/2002,10/07/2002,05/01/2005,09/30/2018,
"MCMILLAN SWINE FEEDLOT","TX0121398","TERRY COUNTY","BRYAN","TX",,"00000",,"110039197213","Swisher","06",,30.666576,-96.36552,,,,,,"Terminated","NPDES Individual Permit",01/14/2000,01/14/2000,07/27/2004,09/30/2018,
"MIDTOWN RESERVE SUBDIVISION","TXR15867U","THIS PROJECT IS LOCATED SOUTH OF THE INTERSECTION","COLLEGE STATION","TX",,"77845","TXR150000","TXR15867U",,"06",,30.584722,-96.266944,,,,,,"Pending","General Permit Covered Facility",01/25/2019,02/01/2019,03/04/2023,09/30/2018,
"MISSION RANCH PHASE 101","TXR15671R","SOUTHWEST OF THE INTERSECTION OF HOLLEMAN DRIVE SO","COLLEGE STATION","TX",,"77845","TXR150000","110070376452",,"06","12070101",30.565866,-96.327617,,,,,,"Effective","General Permit Covered Facility",09/13/2018,10/01/2018,03/05/2023,09/30/2018,
"MISSION RANCH PHASE 4","TXR15141U","APPROX. 850 FEET WEST OF THE INTERSECTION OF HOLLE","COLLEGE STATION","TX",,"77845","TXR150000","TXR15141U",,"06",,30.571647,-96.332711,,,,,,"Effective","General Permit Covered Facility",12/21/2018,01/01/2019,03/04/2023,09/30/2018,
"MISSION RANCH PHS. 1","TXR10F5TT","SE OF MISSION RANCH DR. & FEATHER RUN","COLLEGE STATION","TX",,"77845","TXR10F000","110070235525",,"06","12070101",30.5613,-96.3257,,,,,,"Effective","General Permit Covered Facility",05/21/2018,05/21/2018,02/15/2022,09/30/2018,
"MISSION RANCH PHS. 1","TXR10F5TD","SE OF MISSION RANCH DR. & FEATHER RUN","COLLEGE STATION","TX",,"77845","TXR10F000","110070235525",,"06","12070101",30.5613,-96.3257,,,,,,"Effective","General Permit Covered Facility",05/17/2018,05/17/2018,02/15/2022,09/30/2018,
"MISSION RANCH SUBDIVISION","TXR15664C","SUBDIVISION LOCATED NORTH WEST OF THE INTERSECTION","COLLEGE STATION","TX",,"77845","TXR150000","110070374389",,"06",,30.55565,-96.291099,,,,,,"Effective","General Permit Covered Facility",05/01/2018,05/01/2018,03/05/2023,09/30/2018,
"MISSION RANCH SUBDIVISION","TXR15720T","SUBDIVISION LOCATED NORTH WEST OF THE INTERSECTION","COLLEGE STATION","TX",,"77845","TXR150000","110070374389",,"06",,30.55565,-96.291099,,,,,,"Effective","General Permit Covered Facility",12/04/2018,01/01/2019,03/04/2023,09/30/2018,
"MISSION RANCH SUBDIVISION","TXR15675T","SUBDIVISION LOCATED NORTH WEST OF THE INTERSECTION","COLLEGE STATION","TX",,"77845","TXR150000","110070374389",,"06",,30.55565,-96.291099,,,,,,"Effective","General Permit Covered Facility",12/03/2018,01/01/2019,03/04/2023,09/30/2018,
"MULTI-SPECIES FACILITY","TXR15005N","THE PROJECT SITE IS LOCATED AT CORNER OF FM 60 UNI","COLLEGE STATION","TX",,"77840","TXR150000","110070358487",,"06","12070101",30.607883,-96.358309,,,,,,"Effective","General Permit Covered Facility",05/17/2018,06/01/2018,03/05/2023,09/30/2018,
"NANTUCKET LIMITED","TX0120332","SE COLLEGE STATION ST HWY 6","COLLEGE STATION","TX",,"77845",,"110064613253","Brazos","06",,30.55565,-96.291099,,.01,,,,"Not Needed","NPDES Individual Permit",,,,09/30/2018,
"NORTH AMERICA PACKAGING","TXR05W509","1591 N HARVEY MITCHELL PKWY","BRYAN","TX",,"77803-2068","TXR050000","110034913958","Brazos","06","12070101",30.66403,-96.40586,,,,,,"Effective","General Permit Covered Facility",10/05/2016,11/01/2016,08/13/2021,09/30/2018,
"NSC IMPROVEMENTS","TXR15367Q","1095 NUCLEAR SCIENCE CENTER ROAD","COLLEGE STATION","TX",,"77843-0001","TXR150000","110070377371",,"06","12070101",30.580147,-96.363878,,,,,,"Effective","General Permit Covered Facility",07/26/2018,08/01/2018,03/05/2023,09/30/2018,
"NUCLEAR SCIENCE CENTER","TX0116912","1MI SW INTX FM 2818 AND GEORGE BUSH","COLLEGE STATION","TX",,"77843",,"110039187661","Brazos","06","12070101",30.579083,-96.364389,,,,,,"Terminated","NPDES Individual Permit",03/26/2007,03/26/2007,12/01/2008,09/30/2018,
"OAKMONT - ALL PHASES","TXR15582S","APPROXIMATELY 1/2 MILE WEST OF UNIVERSITY DRIVE ON","BRYAN","TX",,"77802","TXR150000","110070383394",,"06","12070103",30.659678,-96.295249,,,,,,"Effective","General Permit Covered Facility",10/16/2018,11/01/2018,03/04/2023,09/30/2018,
"OAKMONT PHS. 1A","TXR10F5N3","E. OF COPPERFIELD DRIVE AND BOONVILLE ROAD","BYRAN","TX",,"77802","TXR10F000","110070216492",,"06","12070103",30.662,-96.2989,,,,,,"Effective","General Permit Covered Facility",04/03/2018,04/03/2018,02/15/2022,09/30/2018,
"OAKMONT PHS. 1A","TXR10F5MZ","EAST OF COPPERFIELD DRIVE AND BOONVILLE ROAD","BRYAN","TX",,"77802","TXR10F000","110070219461",,"06","12070103",30.662,-96.2989,,,,,,"Effective","General Permit Covered Facility",04/02/2018,04/02/2018,02/15/2022,09/30/2018,
"OAKMONT PHS. 1B","TXR10F5N7","E. OF COPPERFIELD DR. AND BOONVILLE ROAD","BRYAN","TX",,"77802","TXR10F000","110070217508",,"06","12070103",30.6632,-96.2921,,,,,,"Effective","General Permit Covered Facility",04/03/2018,04/03/2018,02/15/2022,09/30/2018,
"OAKMONT PHS. 1B","TXR10F5MY","EAST OF COPPERFIELD DRIVE AND BOONVILLE ROAD","BRYAN","TX",,"77802","TXR10F000","110070219461",,"06","12070103",30.662,-96.2989,,,,,,"Effective","General Permit Covered Facility",04/02/2018,04/02/2018,02/15/2022,09/30/2018,
"PFREHM RESIDENCE","TXR15905P","4717 MIRAMONT CIR","BRYAN","TX",,"77802-1709","TXR150000","110070355753",,"06","12070103",30.67195,-96.3056,,,,,,"Effective","General Permit Covered Facility",07/12/2018,08/01/2018,03/05/2023,09/30/2018,
"PHILLIPS SPECIALTY PRODUCTS","TXR05BI74","1331 INDEPENDENCE AVE","BRYAN","TX",,"77803-2046","TXR050000","110070371377",,"06","12070101",30.66053,-96.40706,,,,,,"Effective","General Permit Covered Facility",10/24/2016,11/01/2016,08/13/2021,09/30/2018,
"PROVIDENCE PARK AT RESEARCH VALLEY","TXR15300I","2501 EARL RUDDER FWY S","COLLEGE STATION","TX",,"77845-7384","TXR150000","110070197300","Brazos","06","12070103",30.61467,-96.29219,,,,,,"Effective","General Permit Covered Facility",05/31/2018,06/01/2018,03/05/2023,09/30/2018,
"RACEWAY 6934","TXG830609","2105 E WILLIAM J BRYAN PKWY","BRYAN","TX",,"77802","TXG830000","110070100278","Brazos","06","12070103",30.67736,-96.33566,,,,,,"Expired","General Permit Covered Facility",07/27/2017,08/01/2017,09/12/2018,09/30/2018,"1204"
"RACEWAY 6934","TXG830578","2105 E WILLIAM JOEL BRYAN PKWY","BRYAN","TX",,"77802","TXG830000","110069579361","Brazos","06",,30.658518,-96.328727,,,,,,"Terminated","General Permit Covered Facility",09/09/2016,10/01/2016,09/12/2018,09/30/2018,
"REATTA MEADOWS PARK","TXR15769L","1101 PETERSBURG CT","COLLEGE STATION","TX",,"77845-3995","TXR150000","110070363460",,"06","12070103",30.55954,-96.27982,,,,,,"Effective","General Permit Covered Facility",04/27/2018,05/01/2018,03/05/2023,09/30/2018,
"RED LION","TXR10F6NE","NORTH OF SOUTH TEXAS AVE. AND MORGANS LANE","COLLEGE STATION","TX",,"77845","TXR10F000","TXR10F6NE",,"06",,30.5987,-96.2983,,,,,,"Effective","General Permit Covered Facility",12/10/2018,12/10/2018,02/15/2022,09/30/2018,
"RED LION","TXR10F6MJ","NORTH OF SO. TEXAS AVE. AND MORGANS LANE","COLLEGE STATION","TX",,"77845","TXR10F000","110070391752",,"06","12070103",30.5987,-96.2983,,,,,,"Effective","General Permit Covered Facility",12/04/2018,12/04/2018,02/15/2022,09/30/2018,
"REFRIGERATION VALVES AND SYSTEMS COR","TXR05CU37","1520 CROSSWIND DR","BRYAN","TX",,"77808-9600","TXR050000","110070370329",,"06","12070103",30.72232,-96.3387,,,,,,"Effective","General Permit Covered Facility",08/22/2016,09/01/2016,08/13/2021,09/30/2018,
"RESIDENCES AT OAKMONT","TXR15894D","INTERSECTION OF BOONEVILLE RD AND PENDLETON DRIVE,","BRYAN","TX",,"77802","TXR150000","110070374725",,"06","12070103",30.661589,-96.295892,,,,,,"Effective","General Permit Covered Facility",04/26/2018,05/01/2018,03/05/2023,09/30/2018,
"ROCK PRAIRIE MANAGEMENT DISTRICT NO2 BIRD POND ROAD","TXR15814R","EXTENSION OF BIRD POND ROAD FROM ROCK PRAIRIE ROAD","COLLEGE STATION","TX",,"77845","TXR150000","110070356538",,"06","12070103",30.5822,-96.267522,,,,,,"Effective","General Permit Covered Facility",09/18/2018,10/01/2018,03/05/2023,09/30/2018,
"ROCK PRAIRIE MANAGEMENT DISTRICT SANITARY SEWER","TXR15108K","SITE ENTRANCE LOCATED NEAR BIRD POND ROAD ON ROCK","COLLEGE STATION","TX",,"77845","TXR150000","110070376947",,"06","12070103",30.584601,-96.269388,,,,,,"Effective","General Permit Covered Facility",03/19/2018,04/01/2018,03/05/2023,09/30/2018,
"ROCK PRAIRIE MARKETPLACE","TXR10F4A1","SE OF FRONTAGE 6 ROAD EAST OF ROCK PRAIRIE RD.","COLLEGE STATION","TX",,"77845","TXR10F000","110070053990",,"06","12070103",30.5846,-96.2818,,,,,,"Effective","General Permit Covered Facility",04/17/2017,04/17/2017,02/15/2022,09/30/2018,
"ROLLING RIDGE WWTF","TX0077526","1M SW N.GRAHAM RD FMR 2154","COLLEGE STATION","TX",,"77840",,"110006683614","Brazos","06","12070101",30.558,-96.318528,.24,.24,,,,"Admin Continued","NPDES Individual Permit",06/12/2014,07/01/2014,12/01/2018,09/30/2018,"1204"
"RUDDER POINTE","TXR15474T","3520 OLD RELIANCE RD","BRYAN","TX",,"77808","TXR150000","110070392447",,"06","12070103",30.696201,-96.340392,,,,,,"Effective","General Permit Covered Facility",11/21/2018,12/01/2018,03/04/2023,09/30/2018,
"S-CON","TXR05BF57","8326 W HIGHWAY 21 BRYAN TX 77807","BRYAN","TX",,"77807","TXR050000","110070376949",,"06","12070101",30.67111,-96.40145,,,,,,"Effective","General Permit Covered Facility",06/09/2017,07/01/2017,08/13/2021,09/30/2018,
"SCARMADO PIT-YOUNG BROTHERS","TXR05O901","FM 260","BRYAN","TX",,"00000","TXR050000","110022570500","Brazos","06",,30.666576,-96.36552,,,,,,"Expired","General Permit Covered Facility",09/29/1995,09/29/1995,09/30/2003,09/30/2018,
"SODALIS ASSISTED LIVING & MEMORY CARE FACILITY","TXR15791Q","3211 HARVEY RD","COLLEGE STATION","TX",,"77845-9416","TXR150000","110070374638",,"06","12070103",30.640242,-96.292222,,,,,,"Effective","General Permit Covered Facility",08/10/2018,09/01/2018,03/05/2023,09/30/2018,
"STUDENT SERVICES BUILDING","TXR15434K","471 HOUSTON STREET","COLLEGE STATION","TX",,"77840","TXR150000","110070374852",,"06","12070103",30.613905,-96.34137,,,,,,"Effective","General Permit Covered Facility",03/27/2018,04/01/2018,03/05/2023,09/30/2018,
"TAMU - 21ST CENTURY CLASSROOM BUILDING","TXR15964O","212 LAMAR ST","COLLEGE STATION","TX",,"77845","TXR150000","110070371686",,"06","12070101",30.612452,-96.343827,,,,,,"Effective","General Permit Covered Facility",06/13/2018,07/01/2018,03/05/2023,09/30/2018,
"TAMU AEROTHERMOCHEMISTRY LAB EXPANSION","TXR15776U","1733 GEORGE BUSH DR W","COLLEGE STATION","TX",,"77845","TXR150000","TXR15776U",,"06",,30.59109,-96.358329,,,,,,"Pending","General Permit Covered Facility",01/23/2019,02/01/2019,03/04/2023,09/30/2018,
"TAMU BIOCONTAINMENT RESEARCH FACILITY","TXR15683B","495 AGRONOMY RD","COLLEGE STATION","TX",,"77843-0001","TXR150000","110070367679",,"06","12070101",30.617336,-96.354098,,,,,,"Effective","General Permit Covered Facility",03/08/2018,04/01/2018,03/05/2023,09/30/2018,
"TAMU EQUINE NUTRITION AND REPRODUCTION FACILITY","TXR15091P","PROJECT LOCATED ON F&B ROAD NEAR THE CURRENT TAMU","COLLEGE STATION","TX",,"77845","TXR150000","110070368376",,"06","12070101",30.622145,-96.365629,,,,,,"Effective","General Permit Covered Facility",06/18/2018,07/01/2018,03/05/2023,09/30/2018,
"TAMU STORM IMPROVEMENTS","TXR15056S","VARIOUS SITES ACROSS THE TEXAS A&M UNIVERSITY CAMP","COLLEGE STATION","TX",,"77845","TXR150000","110070355819",,"06","12070101",30.591667,-96.353889,,,,,,"Effective","General Permit Covered Facility",09/26/2018,10/01/2018,03/05/2023,09/30/2018,
"TARROW TOWNHOMES","TXR10F5P0","SW OF AUTUMN CIRCLE AND E. 29TH ST.","COLLEGE STATION","TX",,"77840","TXR10F000","110070229435",,"06","12070103",30.6392,-96.3288,,,,,,"Effective","General Permit Covered Facility",04/12/2018,04/12/2018,02/15/2022,09/30/2018,
"TARROW TOWNHOMES","TXR10F5PH","SW OF AUTUMN CIRCLE AND E. 29TH ST.","COLLEGE STATION","TX",,"77840","TXR10F000","110070229435",,"06","12070103",30.6392,-96.3288,,,,,,"Effective","General Permit Covered Facility",04/16/2018,04/16/2018,02/15/2022,09/30/2018,
"TEXAS A & M SOFTBALL AND TRACK AND FIELD STADIUM","TXR10F534","E. OF TOM CHANDLER RD AND PENBERTHY ROAD","COLLEGE STATION","TX",,"77840","TXR10F000","110070133141",,"06","12070101",30.6037,-96.345,,,,,,"Effective","General Permit Covered Facility",10/23/2017,10/23/2017,02/15/2022,09/30/2018,
"TEXAS A & M SOFTBALL AND TRACK AND FIELD STADIUM","TXR10F53D","EAST OF TOM CHANDLER ROAD AND PENBERTHY RD.","COLLEGE STATION","TX",,"77840","TXR10F000","110070134437",,"06","12070101",30.6037,-96.345,,,,,,"Effective","General Permit Covered Facility",10/23/2017,10/23/2017,02/15/2022,09/30/2018,
"TEXAS A&M CENTRAL UTILITY PLANT","TX0002747","222 IRELAND STREET","COLLEGE STATION","TX",,"77843",,"110009782226","Brazos","06","12070103",30.619917,-96.340778,.93,,,,,"Effective","NPDES Individual Permit",11/19/2015,12/01/2015,05/01/2019,09/30/2018,"1204"
"TEXAS A&M MAIN CAMPUS WWTP","TX0108146","9685 WHITES CREEK RD","COLLEGE STATION","TX",,"77843",,"110034902461","Brazos","06","12070101",30.575576,-96.379262,,4,,,,"Admin Continued","NPDES Individual Permit",03/24/2014,04/01/2014,12/01/2018,09/30/2018,"12070101"
"TEXAS A&M MEDICAL RESEARCH & EDUCATION BUILDING II","TXR15101M","8447 STATE HIGHWAY 47","BRYAN","TX",,"77807-3260","TXR150000","110070356304",,"06","12070101",30.596412,-96.39437,,,,,,"Effective","General Permit Covered Facility",05/03/2018,06/01/2018,03/05/2023,09/30/2018,
"TEXAS A&M TRACK & FIELD COMPLEX","TXR15626O","977 PENBERTHY RD","COLLEGE STATION","TX",,"77840-2375","TXR150000","110070370844",,"06","12070101",30.60573,-96.34967,,,,,,"Effective","General Permit Covered Facility",06/05/2018,07/01/2018,03/05/2023,09/30/2018,
"TEXAS A&M UNIVERSITY - WASTEWATER TREATMENT PLANT","TXR05DA91","9685 WHITES CREEK RD","COLLEGE STATION","TX",,"77845-6116","TXR050000","110070371821",,"06","12070101",30.575576,-96.379262,,,,,,"Effective","General Permit Covered Facility",11/11/2016,12/01/2016,08/13/2021,09/30/2018,
"TEXAS A&M UNIVERSITY CENTRAL UTILITIES PLANT","TXR05DA89","222 IRELAND ST","COLLEGE STATION","TX",,"77843-0001","TXR050000","110070374900",,"06","12070103",30.61778,-96.34114,,,,,,"Effective","General Permit Covered Facility",11/11/2016,12/01/2016,08/13/2021,09/30/2018,
"TEXAS A&M UNIVERSITY CLOSED LANDFILL","TXR15192K","THE PROJECT SITE IS LOCATED ON LUTHER STREET AND F","COLLEGE STATION","TX",,"77840","TXR150000","110070363965",,"06","12070101",30.586211,-96.349505,,,,,,"Effective","General Permit Covered Facility",03/21/2018,04/01/2018,03/05/2023,09/30/2018,
"TEXAS A&M UNIVERSITY HAZARDOUS WASTE STORAGE FACILITY","TXRNEAN76","2655 OLD DAIRY SCIENCE CENTER ROAD","COLLEGE STATION","TX",,"77845","TXR050000","110070367107",,"06","12070101",30.6225,-96.36165,,,,,,"Effective","General Permit Covered Facility",11/11/2016,12/01/2016,08/13/2021,09/30/2018,
"TEXAS A&M UNIVERSITY MS4","TXR040237","CAMPUS OF TEXAS A&M UNIV.","COLLEGE STATION","TX",,"77543","TXR040000","110037844269","Brazos","06","12070103",30.615555,-96.340555,,,,,,"Expired","General Permit Covered Facility",03/12/2009,03/12/2009,08/12/2012,09/30/2018,
"TEXAS A&M UNIVERSITY MS4","TXR040562","CAMPUS OF TEXAS A&M UNIVERSITY LOCATED WITHIN THE","COLLEGE STATION","TX",,"77840","TXR040000","110067235307","Brazos","06",,30.613371,-96.320977,,,,,,"Admin Continued","General Permit Covered Facility",12/12/2014,01/01/2015,12/13/2018,09/30/2018,
"TEXAS A&M UNIVERSITY MUSIC ACTIVITIES CENTER","TXR15684F","801 GEORGE BUSH DR","COLLEGE STATION","TX",,"77840","TXR150000","110070361929",,"06","12070103",30.60915,-96.33433,,,,,,"Effective","General Permit Covered Facility",06/01/2018,06/01/2018,03/05/2023,09/30/2018,
"TEXAS A&M UNIVERSITY TRANSPORTATION CENTER","TXR05DA90","388 AGRONOMY ROAD","COLLEGE STATION","TX",,"77840","TXR050000","110070359753",,"06","12070101",30.618678,-96.355318,,,,,,"Effective","General Permit Covered Facility",11/11/2016,12/01/2016,08/13/2021,09/30/2018,
"TEXAS DEPT OF TRANSPORTATION","TXR040181","BRYAN AND COLLEGE STATION","BRYAN","TX",,"77803","TXR040000","110038372702","Brazos","06","12070101",30.673789,-96.374034,,,,,,"Expired","General Permit Covered Facility",04/30/2009,04/30/2009,08/12/2012,09/30/2018,
"TEXAS TRUCK RIGGINS","TXR10F6ND","NE OF HWY 158 AND MOHAWK DT.","BRYAN","TX",,"77808","TXR10F000","TXR10F6ND",,"06",,30.6717,-96.323,,,,,,"Effective","General Permit Covered Facility",12/10/2018,12/10/2018,02/15/2022,09/30/2018,
"TEXAS TRUCK RIGGINS","TXR10F6MI","NE OF HWY 158 AND MOHAWK ST.","BRYAN","TX",,"77808","TXR10F000","110070389613",,"06","12070103",30.6717,-96.323,,,,,,"Effective","General Permit Covered Facility",12/04/2018,12/04/2018,02/15/2022,09/30/2018,
"THE LANGFORD AT COLLEGE STATION PHASE 1","TXR15188B","4185 STATE HIGHWAY 6 S","COLLEGE STATION","TX",,"77845-8965","TXR150000","110070364247",,"06","12070103",30.56801,-96.26815,,,,,,"Effective","General Permit Covered Facility",06/01/2018,06/01/2018,03/05/2023,09/30/2018,
"THE YARD","TXR10F61A","NE OF ARRINGTON RD. & GREENS PRAIRIE ROAD","COLLEGE STATION","TX",,"77845","TXR10F000","110070251071",,"06","12070103",30.556,-96.2598,,,,,,"Terminated","General Permit Covered Facility",07/04/2018,07/04/2018,02/15/2022,09/30/2018,
"THE YARD","TXR10F61R","NE OF ARRINGTON ROAD & GREENS PRAIRIE ROAD","COLLEGE STATION","TX",,"77845","TXR10F000","110070251072",,"06","12070103",30.556,-96.2598,,,,,,"Terminated","General Permit Covered Facility",07/04/2018,07/04/2018,02/15/2022,09/30/2018,
"TM5 PROPERTIES OFFICE COMPLEX PH 1 - CRESENT POINTE PHASE 2","TXR15654L","1580 COPPERFIELD PKWY","COLLEGE STATION","TX",,"77845-4674","TXR150000","110070362171",,"06","12070103",30.64683,-96.29067,,,,,,"Effective","General Permit Covered Facility",04/25/2018,05/01/2018,03/05/2023,09/30/2018,
"TOWER CENTER II OFFICE CONDOMINIUMS","TXR15983H","ALONG GREENS PRAIRIE RD WEST NORTH OF INTERSECTION","COLLEGE STATION","TX",,"77845","TXR150000","110070360972",,"06","12070103",30.554722,-96.26,,,,,,"Effective","General Permit Covered Facility",03/09/2018,04/01/2018,03/05/2023,09/30/2018,
"TRADITIONS PHASE 19 PHASE 2","TXR15258M","NORTHWEST OF THE INTERSECTION OF SOUTH TRADITIONS","BRYAN","TX",,"77807","TXR150000","110070370953",,"06","12070101",30.61306,-96.39833,,,,,,"Effective","General Permit Covered Facility",05/07/2018,06/01/2018,03/05/2023,09/30/2018,
"TRADITIONS SUBDIVISION","TXR15361O","INTERSECTION OF W VILLA MARIA RD AND TRADITIONS BL","BRYAN","TX",,"77807","TXR150000","110070366174",,"06","12070101",30.616816,-96.398452,,,,,,"Effective","General Permit Covered Facility",06/01/2018,06/01/2018,03/05/2023,09/30/2018,
"TRADITIONS SUBDIVISION","TXR15895F","INTERSECTION OF W VILLA MARIA RD AND TRADITIONS BL","BRYAN","TX",,"77807","TXR150000","110070366174",,"06","12070101",30.616816,-96.398452,,,,,,"Effective","General Permit Covered Facility",06/01/2018,06/01/2018,03/05/2023,09/30/2018,
"TRAFALGER--37 ACRES","TXR15195L","DIRECTLY ACROSS FM 158 FROM MIRAMONT BLVD-37 ACRES","BRYAN","TX",,"77808","TXR150000","110070375931",,"06","12070103",30.665417,-96.314528,,,,,,"Effective","General Permit Covered Facility",04/12/2018,05/01/2018,03/05/2023,09/30/2018,
"TRUFIT BRYAN TOWNE CENTER","TXR15935R","3143 WILDFLOWER DR STE 1300","BRYAN","TX",,"77802-3063","TXR150000","110070371588",,"06","12070103",30.662797,-96.322517,,,,,,"Effective","General Permit Covered Facility",09/21/2018,10/01/2018,03/05/2023,09/30/2018,
"TURKEY CREEK WWTP","TX0062472","3000FT W FMR 2818, APPROX 4M SE ST HWY 21","BRYAN","TX",,"77807",,"110017890460","Brazos","06","12070101",30.62075,-96.383833,.75,,,,,"Expired","NPDES Individual Permit",10/17/2008,10/17/2008,12/01/2012,09/30/2018,"120701010050"
"TXDOT CSJ 0049-12-096","TXR15454M","SH 6 FROM SH 21 TO FM 158","BRYAN","TX",,"77803","TXR150000","110070189753","Brazos","06","12070103",30.7,-96.36,,,,,,"Effective","General Permit Covered Facility",05/09/2018,06/01/2018,03/05/2023,09/30/2018,
"TXDOT CSJ 0506-01-105","TXR15798A","FM 60/FM 2818 INTERCHANGE","COLLEGE STATION","TX",,"77845","TXR150000","110070191931","Brazos","06","12070101",30.6,-96.36,,,,,,"Effective","General Permit Covered Facility",03/21/2018,04/01/2018,03/05/2023,09/30/2018,
"TXDOT CSJ 0506-01-105","TXR15039B","FM 60/FM 2818 INTERCHANGE","COLLEGE STATION","TX",,"77845","TXR150000","110070191931","Brazos","06","12070101",30.6,-96.36,,,,,,"Effective","General Permit Covered Facility",03/22/2018,04/01/2018,03/05/2023,09/30/2018,
"TXDOT CSJ 0917-29-129","TXR15382G","SH 308 FROM FM 1179 TO INLOW STREET","BRYAN","TX",,"77802","TXR150000","110070195678","Brazos","06","12070103",30.64,-96.36,,,,,,"Effective","General Permit Covered Facility",05/31/2018,06/01/2018,03/05/2023,09/30/2018,
"TXDOT CSJ 0917-29-129","TXR15321G","SH 308 FROM FM 1179 TO INLOW STREET","BRYAN","TX",,"77802","TXR150000","110070195678","Brazos","06","12070103",30.64,-96.36,,,,,,"Effective","General Permit Covered Facility",05/09/2018,06/01/2018,03/05/2023,09/30/2018,
"TXI BRYAN FOUNTAIN READY MIX","TXG111360","1610 FOUNTAIN AVE","BRYAN","TX",,"77801","TXG110000","110035086297","Brazos","06","12070103",30.65385,-96.37476,,,,,,"Effective","General Permit Covered Facility",02/02/2017,03/01/2017,11/07/2021,09/30/2018,"1204"
"UNIVERSITY ACRES WWTP","TX0084981","3500' S-SE INTERX OF FM 2818 AND FM 2154","BRYAN","TX",,"77802",,"110009776778","Brazos","06","12070103",30.5795,-96.321222,,,,,,"Terminated","NPDES Individual Permit",04/29/2005,04/29/2005,05/01/2009,09/30/2018,"120701030340"
"UNKNOWN","TX0097951","UNKNOWN",,"TX",,"00000",,"110039168619","Brazos","06",,30.656725,-96.302389,,,,,,"Terminated","NPDES Individual Permit",03/07/1986,03/08/1986,03/07/1991,09/30/2018,
"UNKNOWN","TX0090867","UNKNOWN",,"TX",,"00000",,"110039182087","Brazos","06",,30.656725,-96.302389,,,,,,"Terminated","NPDES Individual Permit",06/03/1988,06/04/1988,06/03/1993,09/30/2018,
"UPS BRYAN","TXR05O068","2730 OSBORN LN","BRYAN","TX",,"77803-5151","TXR050000","110037861070","Brazos","06","12070103",30.6801,-96.34914,,,,,,"Effective","General Permit Covered Facility",11/09/2016,12/01/2016,08/13/2021,09/30/2018,
"VETERANS PARK ATHLETIC COMPLEX","TXR15768L","3101 HARVEY RD","COLLEGE STATION","TX",,"77845-9414","TXR150000","110070358225",,"06","12070103",30.63994,-96.29247,,,,,,"Effective","General Permit Covered Facility",04/27/2018,05/01/2018,03/05/2023,09/30/2018,
"VILLAGES AT TRADITIONS PHS. 3","TXR10F6QP","NW OF TRADITIONS BLVD. AND S. TRADITIONS DRIVE","BRYAN","TX",,"77807","TXR10F000","TXR10F6QP",,"06",,30.6134,-96.3989,,,,,,"Effective","General Permit Covered Facility",01/17/2019,01/17/2019,02/15/2022,09/30/2018,
"VILLAGES AT TRADITIONS PHS. 3","TXR10F6QI","NW OF TRADITIONS BLVD. AND SOUTH TRADITIONS DRIVE","BRYAN","TX",,"77807","TXR10F000","TXR10F6QI",,"06",,30.6134,-96.3989,,,,,,"Effective","General Permit Covered Facility",01/17/2019,01/17/2019,02/15/2022,09/30/2018,
"VILLAGES OF INDIAN LAKES PHASE 28","TX0136808","1675 FT SE OF THE INTEREX OF INDIAN LAKES DR AND","COLLEGE STATION","TX",,"77845",,"110067173999","Brazos","06",,30.55565,-96.291099,.018,,,,,"Pending","NPDES Individual Permit",,,,09/30/2018,
