"CWPName","SourceID","CWPStreet","CWPCity","CWPState","CWPStateDistrict","CWPZip"
"MIDTOWN 104","TXR10F89Q","SE OF ROCK PRAIRIE ROAD & BIRD POND ROAD","COLLEGE STATION","TX",,"77845"
"MIDTOWN 104","TXR10F89V","SE OF ROCK PRAIRIE ROAD & BIRD POND ROAD","COLLEGE STATION","TX",,"77845"
"MIDTOWN 105","TXR10F8G4","SE OF ROCK PRAIRIE ROAD & BIRD POND ROAD","COLLEGE STATION","TX",,"77845"
"MIDTOWN 105","TXR10F8GA","SE OF ROCK PRAIRIE ROAD & BIRD POND ROAD","COLLEGE STATION","TX",,"77845"
"MIDTOWN CITY CENTER SUBDIVISION PHASE 601","TXR1561AF","ON LAKEWAY DRIVE, JUST SOUTHEAST OF THE INTERSECTI","COLLEGE STATION","TX",,"77845"
"MIDTOWN ON LAKEWAY","TXR1523AB","SOUTHEAST OF THE INTERSECTION OF ROCK PRAIRIE ROAD","COLLEGE STATION","TX",,"77845"
"MIDTOWN PARK PH 2 BIGSHOTS ACCESS DRIVE","TXR1571FC","NEC OF FINFEATHER RD AND W VILLA MARIA RD","BRYAN","TX",,"77801"
"MIDTOWN PARK PH 3D - OUTER LOOP TRAIL","TXR1525FV","NORTHEAST CORNER OF FINFEATHER RD AND W VILLA MARI","BRYAN","TX",,"77801"
"MIDTOWN PARK PHASE 1D","TXR1546EG","2200 MIDTOWN PARK BLVD","BRYAN","TX",,"77801"
"MIDTOWN RESERVE PHS. 100","TXR10F7JR","SE OF ROCK PRAIRIE ROAD & BIRD POND ROAD","COLLEGE STATION","TX",,"77845"
"MIDTOWN RESERVE PHS. 100","TXR10F7JO","SE OF ROCK PRAIRIE ROAD & BIRD POND ROAD","COLLEGE STATION","TX",,"77845"
"MIDTOWN RESERVE PHS. 106","TXR10F9DN","SE OF ROCK PRAIRIE ROAD & BIRD POND ROAD","COLLEGE STATION","TX",,"77845"
"MIDTOWN RESERVE PHS. 106","TXR10F9DQ","SE OF ROCK PRAIRIE ROAD & BIRD POND ROAD","COLLEGE STATION","TX",,"77845"
"MIDTOWN RESERVE PHS. 200","TXR10F80J","SE OF ROCK PRAIRIE ROAD & BIRD POND ROAD","COLLEGE STATION","TX",,"77845"
"MIDTOWN RESERVE PHS. 200","TXR10F80V","SE OF ROCK PRAIRIE ROAD & BIRD POND ROAD","COLLEGE STATION","TX",,"77845"
"MIDTOWN RESERVE PHS. 201","TXR10F80I","SE OF ROCK PRAIRIE ROAD & BIRD POND ROAD","COLLEGE STATION","TX",,"77845"
"MIDTOWN RESERVE PHS. 201","TXR10F80F","SE OF ROCK PRAIRIE ROAD & BIRD POND ROAD","COLLEGE STATION","TX",,"77845"
"MIDTOWN RESERVE SUBDIVISION","TXR15867U","THIS PROJECT IS LOCATED SOUTH OF THE INTERSECTION","COLLEGE STATION","TX",,"77845"
"MIDTOWN STATION","TXR1504FJ","SOUTH OF INTERSECTION OF ROCK PRAIRIE RD AND TOWN","COLLEGE STATION","TX",,"77845"
"MIRAMONT","TXR1517BP","3305 LEGACY CT","BRYAN","TX",,"77802"
"MIRAMONT SEC. 7","TXR10F8FO","NE OF BOONVILLE ROAD & TESORI DRIVE","BRYAN","TX",,"77802"
"MIRAMONT SEC. 7","TXR10F8FS","NE OF BOONVILLE ROAD & TESORI DRIVE","BRYAN","TX",,"77802"
"MIRAMONT SUBDIVISION","TXR15476X","LOCATED AT THE INTERSECTION OF MIRAMONT BOULEVARD","BRYAN","TX",,"77802"
"MIRAMONT SUBDIVISION","TXR1536DM","LOCATED AT THE INTERSECTION OF MIRAMONT BOULEVARD","BRYAN","TX",,"77802"
"MIRAMONT SUBDIVISION","TXR1583FC","LOCATED AT THE INTERSECTION OF MIRAMONT BOULEVARD","BRYAN","TX",,"77802"
"MIRAMONT SUBDIVISION","TXR1518EH","5202 BOURRONE CT","BRYAN","TX",,"77802"
"MIRAMONT SUBDIVISION","TXR1570GB","LOCATED AT THE INTERSECTION OF MIRAMONT BOULEVARD","BRYAN","TX",,"77802"
"MIRAMONT SUBDIVISION","TXR1511BM","5121 MIRAMONT CIR","BRYAN","TX",,"77802"
"MIRAMONT SUBDIVISION","TXR1544EW","LOCATED AT THE INTERSECTION OF MIRAMONT BOULEVARD","BRYAN","TX",,"77802"
"MIRAMONT SUBDIVISION PHASE 7","TXR15626Z","FROM HWY 6 & FM 158 BOONEVILLE ROAD GO EAST. TURN","BRYAN","TX",,"77802"
"MIRAVIST COURT","TXR1566FU","4813 MIRAVISTA CT","BRYAN","TX",,"77802"
"MISSION RANCH 202","TXR10F88V","NW OF ABBATE ROAD & HOLLEMAN DR. SOUTH","COLLEGE STATION","TX",,"77845"
"MISSION RANCH 202","TXR10F88Z","NW OF ABBATE ROAD & HOLLEMAN DR. SOUTH","COLLEGE STATION","TX",,"77845"
"MISSION RANCH 302","TXR10F890","EAST OF DURRANT ST. & GREAT OAKS DRIVE","COLLEGE STATION","TX",,"77845"
"MISSION RANCH 302","TXR10F88U","EAST OF DURRAND ST. & GREAT OAKS DR.","COLLEGE STATION","TX",,"77845"
"MISSION RANCH PHASE 101","TXR15671R","SOUTHWEST OF THE INTERSECTION OF HOLLEMAN DRIVE SO","COLLEGE STATION","TX",,"77845"
"MISSION RANCH PHASE 4","TXR15141U","APPROX. 850 FEET WEST OF THE INTERSECTION OF HOLLE","COLLEGE STATION","TX",,"77845"
"MISSION RANCH PHASE 402","TXR1508DA","JOB SITE IS LOCATED AT THE END OF HARDIN HILLS DR.","COLLEGE STATION","TX",,"77845"
"MISSION RANCH PHS. 1","TXR10F5TD","SE OF MISSION RANCH DR. & FEATHER RUN","COLLEGE STATION","TX",,"77845"
"MISSION RANCH PHS. 1","TXR10F5TT","SE OF MISSION RANCH DR. & FEATHER RUN","COLLEGE STATION","TX",,"77845"
"MISSION RANCH PHS. 102","TXR10F7Z5","NW OF ROCK PRAIRIE ROAD & HOLLMAN DRIVE","COLLEGE STATION","TX",,"77845"
"MISSION RANCH PHS. 102","TXR10F7ZF","NW OF ROCK PRAIRIE ROAD & HOLLMAN DRIVE","COLLEGE STATION","TX",,"77845"
"MISSION RANCH PHS. 103","TXR10F93K","NW OF ROCK PRAIRIE RD WEST & HOLLEMAN DR. SOUTH","COLLEGE STATION","TX",,"77845"
"MISSION RANCH PHS. 103","TXR10F93Z","NW OF ROCK PRAIRIE RD WEST & HOLLEMAN DR. SOUTH","COLLEGE STATION","TX",,"77845"
"MISSION RANCH PHS. 200","TXR10F9HY","NW OF ABBATE RD & HOLLEMAN DR. SOUTH","COLLEGE STATION","TX",,"77845"
"MISSION RANCH PHS. 200","TXR10F9FG","NW OF ABBATE RD & HOLLEMAN DR. SOUTH","COLLEGE STATION","TX",,"77845"
"MISSION RANCH PHS. 402","TXR10F8PP","NW OF ROCK PRAIRIE RD W. & HOLLEMAN DR. S.","COLLEGE STATION","TX",,"77845"
"MISSION RANCH PHS. 402","TXR10F8PS","NW OF ROCK PRAIRIE RD W. & HOLLEMAN DR. S.","COLLEGE STATION","TX",,"77845"
"MTR - OFFSITE","TXR10F6WP","EAST OF ROCK PRAIRIE ROAD & MEDICAL AVENUE","COLLAGE STATION","TX",,"77845"
"MTR - OFFSITE","TXR10F6X2","EAST OF ROCK PRAIRIE ROAD AND MEDICAL AVENUE","COLLEGE STATION","TX",,"77845"
"MULTI-SPECIES FACILITY","TXR15005N","THE PROJECT SITE IS LOCATED AT CORNER OF FM 60 UNI","COLLEGE STATION","TX",,"77840"
"NATIONAL EQUIPMENT CORP - NEW FACILITY","TXR1549BV","5977 IMPERIAL LOOP","COLLEGE STATION","TX",,"77845"
"NECO","TXR15231Z","3120 CORSAIR CIR","COLLEGE STATION","TX",,"77845"
"NORTH AMERICA PACKAGING","TXR05W509","1591 N HARVEY MITCHELL PKWY","BRYAN","TX",,"77803-2068"
"NORTH GREEN STRIP CENTER","TXR1571FQ","937 WILLIAM D FITCH PKWY","COLLEGE STATION","TX",,"77845"
"NORTHCREST COTTAGES","TXR1534CB","1926 BASIL COURT","BRYAN","TX",,"77801"
"NORTHCREST COTTAGES","TXR1571FZ","1902 BASIL CT","BRYAN","TX",,"77801"
"NORTHCREST COTTAGES","TXR1540AH","1926 BASIL COURT","BRYAN","TX",,"77801"
"NORTHCREST COTTAGES","TXR1568FX","1902 BASIL CT","BRYAN","TX",,"77801"
"NORTHEAST SANITARY SEWER TRUNK LINE PHASE 2","TXR1562AF","BEGINNING AT CARTERS CREEK WWTP AND HEADING NORTHW","COLLEGE STATION","TX",,"77845"
"NSC IMPROVEMENTS","TXR15367Q","1095 NUCLEAR SCIENCE CENTER ROAD","COLLEGE STATION","TX",,"77843-0001"
"NUCLEAR SCIENCE CENTER","TX0116912","1MI SW INTX FM 2818 AND GEORGE BUSH","COLLEGE STATION","TX","09","77843"
"OAKMONT - ALL PHASES","TXR15582S","APPROXIMATELY 1/2 MILE WEST OF UNIVERSITY DRIVE ON","BRYAN","TX",,"77802"
"OAKMONT - ALL PHASES","TXR1519CM","APPROXIMATELY 1/2 MILE WEST OF UNIVERSITY DRIVE ON","BRYAN","TX",,"77802"
"OAKMONT AMENITY CENTER","TXR1564DB","5125 OAKMONT BLVD","BRYAN","TX",,"77802"
"OAKMONT PH2B","TXR1530BR","APPROX 25 ACRES KNOWN AS OAKMONT SUBDIVISION PH2B","BRYAN","TX",,"77802"
"OAKMONT PHASE 2A","TXR1562BL","BEGIN AT THE INTERSECTION OF PENDLETON DRIVE AND B","BRYAN","TX",,"77802"
"OAKMONT PHS. 1A","TXR10F5N3","E. OF COPPERFIELD DRIVE AND BOONVILLE ROAD","BYRAN","TX",,"77802"
"OAKMONT PHS. 1A","TXR10F5MZ","EAST OF COPPERFIELD DRIVE AND BOONVILLE ROAD","BRYAN","TX",,"77802"
"OAKMONT PHS. 1B","TXR10F5MY","EAST OF COPPERFIELD DRIVE AND BOONVILLE ROAD","BRYAN","TX",,"77802"
"OAKMONT PHS. 1B","TXR10F5N7","E. OF COPPERFIELD DR. AND BOONVILLE ROAD","BRYAN","TX",,"77802"
"OAKMONT PHS. 2A","TXR10F8CH","NW OF PRECIPICE DR. & MAROON CREEK DRIVE","BRYAN","TX",,"77802"
"OAKMONT PHS. 2A","TXR10F8C4","NW OF PRECIPICE DR. & MAROON CREEK DRIVE","BRYAN","TX",,"77802"
"OAKMONT PHS. 2B","TXR10F97W","NW OF PRECIPICE DRIVE & MAROON CREEK DRIVE","BRYAN","TX",,"77802"
"OAKMONT PHS. 2B","TXR10F98N","NW OF PRECIPICE DRIVE & MAROON CREEK DRIVE","BRYAN","TX",,"77802"
"OAKMONT SUBDIVISION","TXR15673W","SUBDIVISION ENTRANCE IS LOCATED APPROXIMATELY 1/2","BRYAN","TX",,"77802"
"OAKMONT SUBDIVISION PHASE","TXR15674W","SUBDIVISION ENTRANCE IS LOCATED APPROXIMATELY 1/2","BRYAN","TX",,"77802"
"OAKMONT SUBDIVISION PHASE","TXR15549Z","SUBDIVISION ENTRANCE IS LOCATED APPROXIMATELY 1/2","BRYAN","TX",,"77802"
"OAKMONT SUBDIVISION PHASE 1B","TXR15909Y","SUBDIVISION ENTRANCE IS LOCATED APPROXIMATELY 1/2","BRYAN","TX",,"77802"
"OAKMONT SUBDIVISION PHASE 1B","TXR15292Y","SUBDIVISION ENTRANCE IS LOCATED APPROXIMATELY 1/2","BRYAN","TX",,"77802"
"OAKMONT SUBDIVISION PHASE 1B","TXR1584AY","SUBDIVISION ENTRANCE IS LOCATED APPROXIMATELY 1/2","BRYAN","TX",,"77802"
"OAKMONT SUBDIVISION PHASE 1B","TXR1541AM","SUBDIVISION ENTRANCE IS LOCATED APPROXIMATELY 1/2","BRYAN","TX",,"77802"
"OAKMONT SUBDIVISION PHASE 1B","TXR15747V","SUBDIVISION ENTRANCE IS LOCATED APPROXIMATELY 1/2","BRYAN","TX",,"77802"
"OAKMONT TOWNHOMES","TXR1596DV","5007 MOONEY FALLS DR","BRYAN","TX",,"77802"
"OAKS AT VILLA MARIA","TXR1560CQ","1305 W VILLA MARIA RD","BRYAN","TX",,"77801"
"OLD RELIANCE AND HIGHWAY 6 PROPERTY","TXR1501CO","NORTH CORNER OF HWY 6 FEEDER ROAD AND OLD RELIANCE","BRYAN","TX",,"77808"
"PALASOTA DR - PHASE I","TXR1532DB","LOCATED ALONG PALASOTA DRIVE, FROM THE COTTONWOOD","BRYAN","TX",,"77802"
"PANDA EXPRESS BRYAN TEXAS","TXR1565CC","AT OR AROUND 2200 BRIARCREST DRIVE","BRYAN","TX",,"77802"
"PARK HUDSON CONDOS PHASE 2","TXR1564CF","INTERSECTION OF CROSS PARK DRIVE AND BOONVILLE ROA","BRYAN","TX",,"77802"
"PARK HUDSON PHASE 12 CONDOS - PHASE 2","TXR1512CG","4089 CROSS PARK DR","BRYAN","TX",,"77802"
"PAULL ALLERGY CLINIC","TXR15749Z","SITE LOCATED ON HARVEY ROAD APPROXIMATELY 1.2 MILE","COLLEGE STATION","TX",,"77845"
"PFREHM RESIDENCE","TXR15905P","4717 MIRAMONT CIR","BRYAN","TX",,"77802-1709"
"PHILLIPS SPECIALTY PRODUCTS","TXR05BI74","1331 INDEPENDENCE AVE","BRYAN","TX",,"77803-2046"
"POLO GARAGE","TXR15780V","PROJECT LOCATED ON POLO ROAD NEXT TO THE ENGINEERI","COLLEGE STATION","TX",,"77842"
"POLO ROAD RECONSTRUCTION","TXR1558CG","POLO ROAD ON TEXAS A&M UNIVERSITY CAMPUS","COLLEGE STATION","TX",,"77840"
"PROVIDENCE PARK AT RESEARCH VALLEY","TXR15300I","2501 EARL RUDDER FWY S","COLLEGE STATION","TX",,"77845-7384"
"RACEWAY 6934","TXG830609","2105 E WILLIAM J BRYAN PKWY","BRYAN","TX","09","77802"
"RAPID EXPRESS CARWASH","TXR1527AY","12055 FM 2154 RD","COLLEGE STATION","TX",,"77845"
"RAVEN HOMES","TXR1537AK","3700 COOPER CT","COLLEGE STATION","TX",,"77845"
"REATTA MEADOWS PARK","TXR15769L","1101 PETERSBURG CT","COLLEGE STATION","TX",,"77845-3995"
"RED LION","TXR10F6NE","NORTH OF SOUTH TEXAS AVE. AND MORGANS LANE","COLLEGE STATION","TX",,"77845"
"RED LION","TXR10F6MJ","NORTH OF SO. TEXAS AVE. AND MORGANS LANE","COLLEGE STATION","TX",,"77845"
"REECE HOMES","TXR1513FZ","4013 CROSS PARK DR","BRYAN","TX",,"77802"
"REFRIGERATION VALVES AND SYSTEMS COR","TXR05CU37","1520 CROSSWIND DR","BRYAN","TX",,"77808-9600"
"REPUBLIC RESTAURANT","TXR15515V","701 UNIVERSITY DR E","COLLEGE STATION","TX",,"77840-5804"
"RESIDENCES AT OAKMONT","TXR15894D","INTERSECTION OF BOONEVILLE RD AND PENDLETON DRIVE,","BRYAN","TX",,"77802"
"RETAIL CENTER AT CHIMNEY HILL","TXR1557AL","701 UNIVERSITY DR EAST","COLLEGE STATION","TX",,"77840"
"ROCK PRAIRIE MANAGEMENT DISTRICT NO2 BIRD POND ROAD","TXR15814R","EXTENSION OF BIRD POND ROAD FROM ROCK PRAIRIE ROAD","COLLEGE STATION","TX",,"77845"
"ROCK PRAIRIE MANAGEMENT DISTRICT SANITARY SEWER","TXR15108K","SITE ENTRANCE LOCATED NEAR BIRD POND ROAD ON ROCK","COLLEGE STATION","TX",,"77845"
"ROCK PRAIRIE MARKET PLACE PHASE 2","TXR1589CT","4003 STATE HIGHWAY 6 S","COLLEGE STATION","TX",,"77845"
"ROCK PRAIRIE MARKETPLACE","TXR10F4A1","SE OF FRONTAGE 6 ROAD EAST OF ROCK PRAIRIE RD.","COLLEGE STATION","TX",,"77845"
"ROLLING RIDGE WWTF","TX0077526","115 RIDGEWOOD ST","COLLEGE STATION","TX","09","77840"
"RUDDER POINTE","TXR15474T","3520 OLD RELIANCE RD","BRYAN","TX",,"77808"
"S-CON","TXR05BF57","8326 W HIGHWAY 21 BRYAN TX 77807","BRYAN","TX",,"77807"
"SAGE MEADOWS","TXR1534FN","3700 OLD HEARNE RD","BRYAN","TX",,"77803"
"SODALIS ASSISTED LIVING","TXR10F6XC","SW OF CRESCENT POINTE PKWY & COPPERFIELD PKWY","COLLEGE STATION","TX",,"77845"
"SODALIS ASSISTED LIVING","TXR10F6WU","SW OF CRESCENT POINTE PKWY AND COPPERFIELD PKWY","COLLEGE STATION","TX",,"77845"
"SODALIS ASSISTED LIVING & MEMORY CARE FACILITY","TXR15791Q","3211 HARVEY RD","COLLEGE STATION","TX",,"77845-9416"
"SOUTH COLLEGE AVE MULTI-USE PATH","TXR1517CS","ALONG HENSEL PARK DRIVEWAY TO UNIVERSITY DRIVE.","COLLEGE STATION","TX",,"77845"
"SOUTHERN TIRE MART","TXR1551CR","1904 N EARL RUDDER FWY","BRYAN","TX",,"77808"
"SOUTHSIDE PLAZA PHASE III","TXR1533CD","4075 HIGHWAY 6 S","COLLEGE STATION","TX",,"77845"
"ST MARYS CATHOLIC CHURCH","TXR1537FJ","300 NAGLE ST","COLLEGE STATION","TX",,"77840"
"STAR TOWER POINT RETAIL","TXR1574AE","1295 ARRINGTON RD","COLLEGE STATION","TX",,"77845"
"STARBUCKS AT CHIMNEY HILL","TXR1556AL","701 UNIVERSITY DR EAST","COLLEGE STATION","TX",,"77840"
"STONEBRIER SUBDIVISION PHASE 2","TXR1508DU","GO APPROX. 1 MILEON FM 1179 FROM FM 158. PROJECT O","BRYAN","TX",,"77802"
"STUDENT SERVICES BUILDING","TXR15434K","471 HOUSTON STREET","COLLEGE STATION","TX",,"77840"
"TAMU - 21ST CENTURY CLASSROOM BUILDING","TXR15964O","212 LAMAR ST","COLLEGE STATION","TX",,"77845"
"TAMU AEROTHERMOCHEMISTRY LAB EXPANSION","TXR15776U","1733 GEORGE BUSH DR W","COLLEGE STATION","TX",,"77845"
"TAMU BIOCONTAINMENT RESEARCH FACILITY","TXR15683B","495 AGRONOMY RD","COLLEGE STATION","TX",,"77843-0001"
"TAMU EQUINE NUTRITION AND REPRODUCTION FACILITY","TXR15091P","PROJECT LOCATED ON F&B ROAD NEAR THE CURRENT TAMU","COLLEGE STATION","TX",,"77845"
"TAMU MAIN CAMPUS WWTP","TX0108146","9685 WHITES CREEK RD","COLLEGE STATION","TX","09","77845"
"TAMU STORM IMPROVEMENTS","TXR15056S","VARIOUS SITES ACROSS THE TEXAS A&M UNIVERSITY CAMP","COLLEGE STATION","TX",,"77845"
"TAMUS - ILSQ BUILDING","TXR1566DG","459 OLSEN BLVD","COLLEGE STATION","TX",,"77845"
"TARROW TOWNHOMES","TXR10F5PH","SW OF AUTUMN CIRCLE AND E. 29TH ST.","COLLEGE STATION","TX",,"77840"
"TARROW TOWNHOMES","TXR10F5P0","SW OF AUTUMN CIRCLE AND E. 29TH ST.","COLLEGE STATION","TX",,"77840"
"TEXAS A & M SOFTBALL AND TRACK AND FIELD STADIUM","TXR10F53D","EAST OF TOM CHANDLER ROAD AND PENBERTHY RD.","COLLEGE STATION","TX",,"77840"
"TEXAS A & M SOFTBALL AND TRACK AND FIELD STADIUM","TXR10F534","E. OF TOM CHANDLER RD AND PENBERTHY ROAD","COLLEGE STATION","TX",,"77840"
"TEXAS A&M AGRILIFE EXTENSION OFFICE","TXR1542CS","4154 COUNTY PARK CT","BRYAN","TX",,"77802"
"TEXAS A&M GREENHOUSES","TXR10F87M","NORTH OF F & B ROAD & AGRONOMY ROAD","COLLEGE STATION","TX",,"77845"
"TEXAS A&M GREENHOUSES","TXR10F878","NORTH OF F & B ROAD & AGRONOMY ROAD","COLLEGE STATION","TX",,"77845"
"TEXAS A&M MEDICAL RESEARCH & EDUCATION BUILDING II","TXR15101M","8447 STATE HIGHWAY 47","BRYAN","TX",,"77807-3260"
"TEXAS A&M POLO GARAGE","TXR10F7VS","EAST OF BIZZELL ST. & POLO ROAD","COLLEGE STATION","TX",,"77840"
"TEXAS A&M POLO GARAGE","TXR10F7W4","EAST OF BIZZELL ST. & POLO ROAD","COLLEGE STATION","TX",,"77840"
"TEXAS A&M SOUTH CAMPUS REC CENTER","TXR1546EH","BIZZELL STREET AND MOSHER LANE","COLLEGE STATION","TX",,"77840"
"TEXAS A&M TRACK & FIELD COMPLEX","TXR15626O","977 PENBERTHY RD","COLLEGE STATION","TX",,"77840-2375"
"TEXAS A&M UNIVERSITY - WASTEWATER TREATMENT PLANT","TXR05DA91","9685 WHITES CREEK RD","COLLEGE STATION","TX",,"77845-6116"
"TEXAS A&M UNIVERSITY CENTRAL UTILITIES PLANT","TXR05DA89","222 IRELAND ST","COLLEGE STATION","TX",,"77843-0001"
"TEXAS A&M UNIVERSITY CLOSED LANDFILL","TXR15192K","THE PROJECT SITE IS LOCATED ON LUTHER STREET AND F","COLLEGE STATION","TX",,"77840"
"TEXAS A&M UNIVERSITY HAZARDOUS WASTE STORAGE FACILITY","TXRNEAN76","2655 OLD DAIRY SCIENCE CENTER ROAD","COLLEGE STATION","TX",,"77845"
"TEXAS A&M UNIVERSITY MS4","TXR040237","CAMPUS OF TEXAS A&M UNIV.","COLLEGE STATION","TX",,"77543"
"TEXAS A&M UNIVERSITY MUSIC ACTIVITIES CENTER","TXR15684F","801 GEORGE BUSH DR","COLLEGE STATION","TX",,"77840"
"TEXAS A&M UNIVERSITY TRANSPORTATION CENTER","TXR05DA90","388 AGRONOMY ROAD","COLLEGE STATION","TX",,"77840"
"TEXAS DEPT OF TRANSPORTATION","TXR040181","BRYAN AND COLLEGE STATION","BRYAN","TX",,"77803"
"TEXAS TRUCK RIGGINS","TXR10F6MI","NE OF HWY 158 AND MOHAWK ST.","BRYAN","TX",,"77808"
"TEXAS TRUCK RIGGINS","TXR10F6ND","NE OF HWY 158 AND MOHAWK DT.","BRYAN","TX",,"77808"
"THE LANGFORD AT COLLEGE STATION PHASE 1","TXR15188B","4185 STATE HIGHWAY 6 S","COLLEGE STATION","TX",,"77845-8965"
"THE RANCH HARLEY-DAVIDSON","TXR1534EL","4101 HIGHWAY 6 S","COLLEGE STATION","TX",,"77845"
"THE RESERVE AT COTTONWOOD CREEK","TXR1552DX","503 W 31ST ST","BRYAN","TX",,"77803"
"THE RESERVE AT COTTONWOOD CREEK","TXR1530DW","503 W 31ST ST","BRYAN","TX",,"77803"
"THE YARD","TXR10F61A","NE OF ARRINGTON RD. & GREENS PRAIRIE ROAD","COLLEGE STATION","TX",,"77845"
"THE YARD","TXR10F61R","NE OF ARRINGTON ROAD & GREENS PRAIRIE ROAD","COLLEGE STATION","TX",,"77845"
"THORNBERRY DRIVE","TXR1576CR","HOA COMMON AREA SOUTHEAST OF LOCKET HALL DR ROW NO","BRYAN","TX",,"77808"
"TM5 PROPERTIES OFFICE COMPLEX PH 1 - CRESENT POINTE PHASE 2","TXR15654L","1580 COPPERFIELD PKWY","COLLEGE STATION","TX",,"77845-4674"
"TOWER CENTER II OFFICE CONDOMINIUMS","TXR15983H","ALONG GREENS PRAIRIE RD WEST NORTH OF INTERSECTION","COLLEGE STATION","TX",,"77845"
"TOWER POINT OFFICE CONDOS","TXR1584CT","SOUTH OF ARRINGTON ROAD AND HWY 6 INTERSECTION","COLLEGE STATION","TX",,"77845"
"TRADITIONS PHASE 101 & 102 ATLAS PEAR & 12 OFFSITE SEWER","TXR1574AA","FROM THE INTERSECTION OF F&B ROAD AND TURKEY CREEK","BRYAN","TX",,"77802"
"TRADITIONS PHASE 19 PHASE 2","TXR15258M","NORTHWEST OF THE INTERSECTION OF SOUTH TRADITIONS","BRYAN","TX",,"77807"
"TRADITIONS PHS. 102","TXR10F80U","NE OF SOUTH TRADITIONS & HSC PKWY","BRYAN","TX",,"77807"
"TRADITIONS PHS. 102","TXR10F80K","NE OF SOUTH TRADITIONS & HSC PKWY","BRYAN","TX",,"77807"
"TRADITIONS SUBDIVISION PHASE 24 & 25","TXR1586CJ","INTERSECTION OF HSC PARKWAY AND RIVERSIDE PARKWAY","COLLEGE STATION","TX",,"77845"
"TRAFALGER--37 ACRES","TXR15195L","DIRECTLY ACROSS FM 158 FROM MIRAMONT BLVD-37 ACRES","BRYAN","TX",,"77808"
"TRAVIS B BRYAN MIDTOWN PARK PHASE 3E-DETENTION & DESILTING","TXR1592CF","206 W VILLA MARIA RD","BRYAN","TX",,"77801-3029"
"TRUFIT BRYAN TOWNE CENTER","TXR15935R","3143 WILDFLOWER DR STE 1300","BRYAN","TX",,"77802-3063"
"TURKEY CREEK WWTP","TX0062472","3000FT W FMR 2818, APPROX 4M SE ST HWY 21","BRYAN","TX","09","77807"
"TXDOT BRY CSJ 2399-01-074","TXR1504EF","FM 2818 FROM 0.5 MILES N OF FM 60 TO FM 2154","COLLEGE STATION","TX",,"77845"
"TXDOT BRY CSJ 2399-01-074","TXR1541EI","FM 2818 FROM 0.5 MILES N OF FM 60 TO FM 2154","COLLEGE STATION","TX",,"77845"
"TXDOT CSJ 0049-12-096","TXR15454M","SH 6 FROM SH 21 TO FM 158","BRYAN","TX",,"77803"
"TXDOT CSJ 0506-01-105","TXR15039B","FM 60/FM 2818 INTERCHANGE","COLLEGE STATION","TX",,"77845"
"TXDOT CSJ 0506-01-105","TXR15798A","FM 60/FM 2818 INTERCHANGE","COLLEGE STATION","TX",,"77845"
"TXDOT CSJ 0917-29-129","TXR15321G","SH 308 FROM FM 1179 TO INLOW STREET","BRYAN","TX",,"77802"
"TXDOT CSJ 0917-29-129","TXR15382G","SH 308 FROM FM 1179 TO INLOW STREET","BRYAN","TX",,"77802"
"TXI BRYAN FOUNTAIN READY MIX","TXG111360","1610 FOUNTAIN AVE","BRYAN","TX","09","77801"
"UNIVERSITY ACRES WWTP","TX0084981","3500' S-SE INTERX OF FM 2818 AND FM 2154","BRYAN","TX","09","77802"
"UNIVERSITY HEIGHTS COMMERICIAL CENTER PH1","TXR15903Z","START AT HOLLEMAN DRIVE SOUTH AND KENYON DR. PROCE","COLLEGE STATION","TX",,"77845"
"UPRR BRYAN YARD","TXR05EO05","198 W PEASE ST","BRYAN","TX",,"77803"
"UPS BRYAN","TXR1567CP","1069 N EARL RUDDER FWY","BRYAN","TX",,"77802"
"UPS BRYAN","TXR05O068","2730 OSBORN LN","BRYAN","TX",,"77803-5151"
"VERABANK AT PROVIDENCE PARK","TXR1546CR","EAST RUDDER FWY. AND PROVIDENCE PKWY.","COLLEGE STATION","TX",,"77845"
"VETERANS PARK ATHLETIC COMPLEX","TXR15768L","3101 HARVEY RD","COLLEGE STATION","TX",,"77845-9414"
"VETERANS PARK PHASE 1B","TXR1580DE","3101 HARVEY RD","COLLEGE STATION","TX",,"77845"
"VILLAGES AT TRADITIONS PHS. 3","TXR10F6QI","NW OF TRADITIONS BLVD. AND SOUTH TRADITIONS DRIVE","BRYAN","TX",,"77807"
"VILLAGES AT TRADITIONS PHS. 3","TXR10F6QP","NW OF TRADITIONS BLVD. AND S. TRADITIONS DRIVE","BRYAN","TX",,"77807"
"VINTAGE ESTATES","TXR1518EV","4101 VINTAGE ESTATES COURT","BRYAN","TX",,"77808"
"W 28TH STREET","TXR1547BO","AROUND 60 ACRES BORDERING W 28TH STREET, SUNCREST","BRYAN","TX",,"77808"
"WALKONS BISTREAUX MAIN EXT.","TXR10F7XB","WEST OF ARRINGTON RD & TEXAS 6 FRONTAGE ROAD","COLLEGE STATION","TX",,"77845"
"WALKONS BISTREAUX MAIN EXT.","TXR10F7X3","WEST OF ARRINGTON RD. & TEXAS 6 FRONTAGE RD.","COLLEGE STATION","TX",,"77845"
"WATERFORD HEIGHTS SUBDIVISION","TXR15293Y","THE PROJECT IS LOCATED AT THE CORNER OF ROCK PRAIR","COLLEGE STATION","TX",,"77845"
